email,date,sender,recipient,subject,labels
d59ab64d-b350-4cb8-be38-f84791f0a9a8,2024-03-29 18:31:50,davidhogan@example.net,john.doe@personal.com,Meeting Request: Help turn home.,Work
605a2deb-2fd4-4ebb-b018-8c4aac47b6cc,2024-03-28 18:31:50,smithpamela@example.com,john.doe@personal.com,Win a Prize: Holt-Lewis,Spam
0bd0166d-9f3e-4426-b0a4-9d9af2db80f5,2024-03-19 18:31:50,terryjackson@example.com,john.doe@personal.com,Win a Prize: Brown Inc,Spam
9b7ffc3c-8693-4c16-bf4a-6ba5c1e7091f,2024-02-29 18:31:50,john.doe@personal.com,erika08@example.org,Give yeah.: Ahead contain.,Personal
64b9947b-0da6-47fc-9420-28cc48ae37a3,2024-03-13 18:31:50,john.doe@personal.com,phull@example.org,Weekend plans?,Personal
817ed9c3-ddef-4f8f-a79d-75026d0d038c,2024-03-21 18:31:50,josephwalton@example.net,john.doe@personal.com,"Task Status: Engineer, production",Work
74f2fa11-ea32-4cd5-be87-335908155f4f,2024-03-09 18:31:50,anthony32@example.org,john.doe@personal.com,Limited Time Deal: utilize interactive action-items,Spam
f17e7cd4-b791-41b7-bc7b-f6658b618bdc,2024-03-26 18:31:50,xkelly@example.org,john.doe@personal.com,Exclusive Offer: Compatible attitude-oriented customer loyalty,Spam
9ddbd656-6fe6-45b2-b193-d7f63acb61b7,2024-03-02 18:31:50,sgonzales@example.net,john.doe@personal.com,Limited Time Deal: synergize integrated channels,Spam
a512b199-69d1-4c2d-a90e-87f986fa3bfc,2024-03-08 18:31:50,john.doe@personal.com,elizabethmiller@example.com,Weekend plans?,Personal
b7140cd5-c59d-451f-9c6a-440d8be3ac7d,2024-03-10 18:31:50,michaelrogers@example.com,john.doe@personal.com,Exclusive Offer: Cross-group explicit superstructure,Spam
b87f76ef-dcc6-4f47-a6da-4c518878d209,2024-03-20 18:31:50,kimberly24@example.org,john.doe@personal.com,"Win a Prize: Smith, Jones and Williams",Spam
26893f63-4e70-4d38-a903-95bad8fd438b,2024-03-05 18:31:50,weaversusan@example.net,john.doe@personal.com,Task Status: Clothing/textile technologist,Work
c8858551-7c51-4bd1-b5a6-99eacf1394fc,2024-03-11 18:31:50,hzimmerman@example.org,john.doe@personal.com,Weekend plans?,Personal
1f68d12f-6f13-4b1b-b445-aeecfc014e8f,2024-03-09 18:31:50,john.doe@personal.com,cody96@example.com,Catching up,Personal
b8a9b7fe-c264-442e-89dd-27d62b2f1b90,2024-03-19 18:31:50,smithkimberly@example.org,john.doe@personal.com,"Project Update - Francis, Jackson and Marshall",Work
dac61c23-100a-4ced-9488-a43895fc364a,2024-03-20 18:31:50,john.doe@personal.com,amysullivan@example.net,Task Status: Dancer,Work
3f558878-db6a-4e88-83b0-01109ecf3bb1,2024-03-14 18:31:50,davidallison@example.com,john.doe@personal.com,Meeting Request: Forward claim how.,Work
c19f0683-d742-462f-9e0d-2568f207e580,2024-03-06 18:31:50,john.doe@personal.com,tpeters@example.org,How are you?,Personal
7f6cff78-04b6-4a05-ba07-d592a726f6a6,2024-03-24 18:31:50,wanda82@example.net,john.doe@personal.com,Client Feedback: Taylor-Taylor,Work
0d889940-4d68-41d7-ae31-6a8a8aeaa47b,2024-03-22 18:31:50,john.doe@personal.com,flemingthomas@example.net,Finally.: Know management blue find.,Personal
acc80d76-5b8a-4ac7-95a4-74cde4463c34,2024-03-18 18:31:50,jesse56@example.org,john.doe@personal.com,Meeting Request: Fish without morning cell.,Work
55f7e0d0-eb23-44e0-97ea-7e5b49463b3e,2024-03-21 18:31:50,gary38@example.org,john.doe@personal.com,Catching up,Personal
02ee49d3-d5ea-4829-bd45-22cfa85c7b42,2024-03-05 18:31:50,sharon69@example.com,john.doe@personal.com,Exclusive Offer: Digitized logistical architecture,Spam
212632dc-b456-4c3d-94ea-22b09ecaa1a2,2024-03-20 18:31:50,lopezkrystal@example.org,john.doe@personal.com,Win a Prize: Hill LLC,Spam
2d9a9a71-e947-40a5-985d-d529e18a5fd8,2024-03-07 18:31:50,wesleygoodwin@example.net,john.doe@personal.com,Free Gift: tax,Spam
f8a02c39-31ea-4cb5-b496-c6cffe30a300,2024-03-25 18:31:50,keithsmith@example.net,john.doe@personal.com,Meeting Request: Article first this.,Work
f2ef16eb-6d31-44f5-8b62-1b727598b2ee,2024-03-22 18:31:50,nicholas93@example.org,john.doe@personal.com,Win a Prize: Dixon PLC,Spam
510b86cb-b945-4b4a-9edd-46ebcc26c847,2024-03-17 18:31:50,wendy03@example.org,john.doe@personal.com,How are you?,Personal
274de1d0-e693-4266-8ee4-9427fc943015,2024-03-17 18:31:50,evanscynthia@example.net,john.doe@personal.com,Win a Prize: Orozco Ltd,Spam
2e966ced-8e14-4d32-9f51-9f1859ac9f22,2024-03-18 18:31:50,john.doe@personal.com,bradleysloan@example.com,How are you?,Personal
617aab44-39e1-4b48-850f-b140f09d0e0f,2024-03-21 18:31:50,luis15@example.net,john.doe@personal.com,Free Gift: discussion,Spam
c4db509b-5865-42cb-8297-a2a50e11f54b,2024-03-10 18:31:50,elizabeth80@example.com,john.doe@personal.com,Exclusive Offer: Enhanced system-worthy neural-net,Spam
caa47c50-daa8-4d28-88ae-0de451b37989,2024-03-28 18:31:50,john.doe@personal.com,smithkimberly@example.org,Project Update - Williams LLC,Work
b07721fc-ccf4-4932-8f59-1a7f8cb5554c,2024-03-27 18:31:50,alicia27@example.com,john.doe@personal.com,Win a Prize: Li-Arias,Spam
e4b1e5b3-3db8-4851-9d65-04003607be2f,2024-03-03 18:31:50,michelle50@example.net,john.doe@personal.com,Free Gift: American,Spam
7da33128-3c6b-4436-b3ab-01e3d663c864,2024-03-15 18:31:50,john.doe@personal.com,brittany80@example.com,Task Status: Petroleum engineer,Work
3200fc4b-a72e-4817-88d1-3110fa2e7ebe,2024-03-09 18:31:50,bsummers@example.org,john.doe@personal.com,Weekend plans?,Personal
afcace80-c32e-4910-9218-82a5349d349a,2024-03-13 18:31:50,davidhogan@example.net,john.doe@personal.com,Project Update - Schroeder and Sons,Work
88419e29-d21e-493a-a666-ba5a5de7617f,2024-03-14 18:31:50,torresralph@example.org,john.doe@personal.com,Weekend plans?,Personal
2a74571c-d7a4-4310-9cb4-6c576f6d0656,2024-03-09 18:31:50,hcabrera@example.com,john.doe@personal.com,Win a Prize: Stokes Inc,Spam
e65cb49c-c87b-4160-ba10-6120ffe30412,2024-03-05 18:31:50,john.doe@personal.com,csandoval@example.org,How are you?,Personal
4615c439-0cf4-40c5-b22a-f7b32a4c53b0,2024-03-05 18:31:50,elizabeth70@example.com,john.doe@personal.com,Task Status: Orthoptist,Work
07c902e8-4abe-4e5e-aa3d-618696495c72,2024-03-28 18:31:50,mccoycory@example.org,john.doe@personal.com,Weekend plans?,Personal
44510a37-7490-41a7-9843-b6f5ea1c79a3,2024-03-25 18:31:50,rholmes@example.com,john.doe@personal.com,Exclusive Offer: Streamlined intangible standardization,Spam
52dce184-ff78-4b29-a28c-64e4115a9555,2024-03-01 18:31:50,john.doe@personal.com,robinsonkatelyn@example.com,Project Update - Hatfield-Martin,Work
c704a2d0-b327-4d1e-98e0-61d41211f349,2024-03-09 18:31:50,john.doe@personal.com,timothy95@example.net,"Client Feedback: Saunders, Wilson and Wilson",Work
85316827-8edc-49c2-94eb-239ac47a1031,2024-03-04 18:31:50,christy55@example.com,john.doe@personal.com,Project Update - Steele and Sons,Work
8467940e-c4f8-468f-9f0a-262eddcb8ad4,2024-03-16 18:31:50,wsmith@example.org,john.doe@personal.com,Task Status: Dentist,Work
f425a6d7-db4e-471e-a222-9bc407301a30,2024-03-19 18:31:50,fletcherstephanie@example.net,john.doe@personal.com,How are you?,Personal
86ff4fa5-a5cf-4675-8690-fde62e593dc3,2024-03-29 18:31:50,john.doe@personal.com,dperkins@example.com,Catching up,Personal
fed9a35c-1f93-4d09-92f3-922d1487e91a,2024-03-04 18:31:50,john.doe@personal.com,brittany80@example.com,"Task Status: Surveyor, commercial/residential",Work
dd5a4778-b1c5-4978-8d61-a0c5bf4562b4,2024-03-04 18:31:50,brittany80@example.com,john.doe@personal.com,"Project Update - Stone, Wilson and Fisher",Work
8d62d7ec-800a-41ab-bf37-799e06a9eabb,2024-03-05 18:31:50,wcopeland@example.net,john.doe@personal.com,Win a Prize: Cantrell-Kim,Spam
688d2b81-9ed3-4032-9c55-e2bc96886851,2024-03-08 18:31:50,wilsonandrea@example.org,john.doe@personal.com,Free Gift: key,Spam
a9517218-217e-410a-b8c8-81c6c332b88d,2024-03-17 18:31:50,john.doe@personal.com,brian95@example.com,Catching up,Personal
0dcf6e8f-70c8-4305-84b5-9cfe495f11ba,2024-03-03 18:31:50,john.doe@personal.com,matthewking@example.org,Client Feedback: Glenn Inc,Work
ffe17d54-8a4d-476e-b25c-0ffadc3e61a4,2024-03-12 18:31:50,danielleadams@example.net,john.doe@personal.com,Free Gift: far,Spam
2dfca557-4029-473b-98b8-541b112f3877,2024-03-06 18:31:50,brian61@example.org,john.doe@personal.com,Project Update - Dunn and Sons,Work
d68fb51b-7adb-4a7b-9a6e-d4d027256d62,2024-03-29 18:31:50,sherry75@example.com,john.doe@personal.com,Limited Time Deal: benchmark intuitive e-commerce,Spam
5cceb47f-7dbd-4029-b4e1-3c9bd0bf4ea8,2024-03-27 18:31:50,epeterson@example.com,john.doe@personal.com,Weekend plans?,Personal
df51b3bf-5cec-48ec-87d5-e89d6f9ec279,2024-03-10 18:31:50,john.doe@personal.com,kimberly93@example.org,How are you?,Personal
3aa53192-a596-44c7-8cb8-8d757355e15a,2024-03-02 18:31:50,john.doe@personal.com,mskinner@example.net,Catching up,Personal
c7a44a52-753b-425f-81e9-9c05eaa357c0,2024-03-20 18:31:50,josephwalton@example.net,john.doe@personal.com,Task Status: Training and development officer,Work
bf783b52-986b-4a8c-96e5-4c76a1291740,2024-03-12 18:31:50,maria91@example.com,john.doe@personal.com,"Project Update - May, Alexander and Holloway",Work
2946ab3b-1961-4d9a-918e-0f1ae90ef10a,2024-03-19 18:31:50,jesse56@example.org,john.doe@personal.com,Meeting Request: Second conference kitchen window.,Work
50e766df-29a9-49a1-9bc2-165cddc8804c,2024-03-26 18:31:50,john.doe@personal.com,robinsonkatelyn@example.com,Meeting Request: Once responsibility explain.,Work
96fd1036-252f-4299-8d54-5b1d17b888fd,2024-03-27 18:31:50,ryan02@example.org,john.doe@personal.com,Free Gift: create,Spam
8e07d44e-d3fd-420d-9565-67ccba77f813,2024-03-19 18:31:50,john.doe@personal.com,ambergray@example.com,How are you?,Personal
872fa0b9-a9ee-4300-9da7-353b3dc587aa,2024-03-01 18:31:50,pshepherd@example.com,john.doe@personal.com,Exclusive Offer: Visionary fresh-thinking firmware,Spam
551c712d-668a-4c77-99ff-db35cd57e307,2024-03-10 18:31:50,toni67@example.org,john.doe@personal.com,Free Gift: through,Spam
158d5931-4aae-4f07-9600-90fc5f19000b,2024-03-19 18:31:50,qford@example.net,john.doe@personal.com,After speech.: Method sometimes.,Personal
37cda9f4-83c5-41dd-ba0d-7ffc0f002a49,2024-03-05 18:31:50,wesleygoodwin@example.net,john.doe@personal.com,Limited Time Deal: incubate cross-media info-mediaries,Spam
1ae9565f-9957-4a8c-ba55-c5a7bf4c8f2a,2024-03-01 18:31:50,markmartin@example.com,john.doe@personal.com,Limited Time Deal: expedite frictionless architectures,Spam
9d5144ad-e101-4956-9811-b29301b7aeed,2024-03-08 18:31:50,csandoval@example.org,john.doe@personal.com,Simply.: Wait perhaps information both.,Personal
8abf61a7-f070-4deb-87b6-44a99f0be4ab,2024-03-15 18:31:50,jasonfernandez@example.org,john.doe@personal.com,Client Feedback: Johnson-Mays,Work
36dc0819-8555-4f9f-835a-e5df5ab41d07,2024-03-04 18:31:50,singletonkelly@example.org,john.doe@personal.com,Win a Prize: Sanchez Group,Spam
f072211c-108d-4a4b-9e37-f9fabedb7198,2024-03-22 18:31:50,ricky70@example.org,john.doe@personal.com,Free Gift: life,Spam
f23876ef-c1c8-46c4-bf86-eccea65cda58,2024-03-27 18:31:50,pshepherd@example.com,john.doe@personal.com,Free Gift: himself,Spam
8efd6964-766c-4678-97c7-9ac7e4f9143c,2024-03-21 18:31:50,ebuck@example.org,john.doe@personal.com,Project Update - Walker-Robinson,Work
78954c7e-37b3-497c-8b4c-b3fe6415ed84,2024-03-13 18:31:50,richard37@example.org,john.doe@personal.com,Free Gift: million,Spam
72ac5106-8474-4319-bef5-83d40aa2662d,2024-03-29 18:31:50,melissa76@example.org,john.doe@personal.com,Limited Time Deal: enhance front-end solutions,Spam
15a5e2d6-0e41-4438-bc54-21a6b523f298,2024-03-11 18:31:50,wileymichelle@example.com,john.doe@personal.com,Meeting Request: Talk traditional house along.,Work
efc3d6ab-e41b-44fd-b38d-1aeeb241c001,2024-03-11 18:31:50,kimberlyvargas@example.net,john.doe@personal.com,Meeting Request: Treat safe.,Work
11c6e4d2-2171-46f8-9cac-a8235aea588d,2024-03-05 18:31:50,john.doe@personal.com,kwright@example.org,Meeting Request: Take board military.,Work
511200e2-8969-4d71-8676-85ae96c2e045,2024-03-29 18:31:50,wanda82@example.net,john.doe@personal.com,Client Feedback: Ford Ltd,Work
34c4db40-9f05-446f-b713-9e11dd88c0d7,2024-03-07 18:31:50,elizabeth80@example.com,john.doe@personal.com,Exclusive Offer: Self-enabling human-resource artificial intelligence,Spam
39dc3e62-d9f8-43db-aa1d-5e7d14d97b62,2024-03-01 18:31:50,john.doe@personal.com,jenniferwebster@example.com,Weekend plans?,Personal
8b3cb597-94ad-4249-a39b-b80857c8b5c7,2024-03-29 18:31:50,matthewking@example.org,john.doe@personal.com,Project Update - Lopez Ltd,Work
f5714580-5faa-4cc3-a43c-ba8f10a71950,2024-03-21 18:31:50,john.doe@personal.com,zsullivan@example.net,How are you?,Personal
b3b9e70e-ecdf-4c6e-b213-0cc946c0d17b,2024-03-04 18:31:50,anthony32@example.org,john.doe@personal.com,"Win a Prize: Morgan, Fernandez and Gomez",Spam
f4f89ec9-fe5f-457c-8ebf-6eba622abb24,2024-03-16 18:31:50,iblanchard@example.com,john.doe@personal.com,Free Gift: particular,Spam
addc85d2-00da-4ffb-9a82-298363712dee,2024-03-12 18:31:50,tracy84@example.net,john.doe@personal.com,Exclusive Offer: Profit-focused didactic function,Spam
1e4528cd-9604-475c-8f9c-f0fcacd02271,2024-03-16 18:31:50,lisamurphy@example.com,john.doe@personal.com,Limited Time Deal: e-enable out-of-the-box platforms,Spam
33f5b218-d049-4772-b326-a6058feb608e,2024-03-07 18:31:50,brownnatalie@example.net,john.doe@personal.com,Limited Time Deal: visualize distributed initiatives,Spam
927416d5-4a8f-4418-a1e0-45670cb7e743,2024-03-22 18:31:50,john.doe@personal.com,charlotte79@example.org,House.: Sea give.,Personal
31f411c4-e3e3-4633-9da4-d1328bb85204,2024-03-06 18:31:50,millerpaige@example.net,john.doe@personal.com,Limited Time Deal: iterate world-class e-markets,Spam
b7509f77-f01a-42f2-97de-0cf56d4bdf2d,2024-03-21 18:31:50,hornjulie@example.org,john.doe@personal.com,Project Update - Gilbert Group,Work
21d5c003-81aa-4a53-aa2f-75c2545777d0,2024-03-29 18:31:50,john.doe@personal.com,ecampbell@example.net,Meeting Request: Wonder big program purpose.,Work
1c7ba195-c5ee-4c45-b29d-9a3f4529c555,2024-03-07 18:31:50,toni67@example.org,john.doe@personal.com,Exclusive Offer: Managed fault-tolerant website,Spam
f1d154da-52db-4c65-9f28-868b5517d84a,2024-03-08 18:31:50,wcopeland@example.net,john.doe@personal.com,Win a Prize: Lee Inc,Spam
6c3c3a4a-952c-44a6-8b05-a66828d0f0bb,2024-03-11 18:31:50,xkelly@example.org,john.doe@personal.com,Exclusive Offer: Self-enabling even-keeled knowledgebase,Spam
bcbd2e8a-6b72-4885-a36e-0134044b1865,2024-02-28 18:31:50,john.doe@personal.com,pittmanvincent@example.net,Client Feedback: Leblanc-Mills,Work
8c73f059-f58e-4d33-aa15-9e2a4ede5752,2024-03-21 18:31:50,barrettstephanie@example.org,john.doe@personal.com,Task Status: Communications engineer,Work
0a33d2c8-0852-4c0e-8da3-fa95e9a1e974,2024-03-14 18:31:50,smithpamela@example.com,john.doe@personal.com,"Win a Prize: Moran, Garcia and Kelly",Spam
0569e539-08f1-45d6-9d5b-082d23070276,2024-03-12 18:31:50,melissa96@example.com,john.doe@personal.com,Free Gift: shoulder,Spam
04eb854b-d63b-44f4-ab5d-71504132a149,2024-03-05 18:31:50,john.doe@personal.com,ujohnson@example.com,Catching up,Personal
9f32f0ad-7c3d-4b2c-bef1-1e928c20573f,2024-03-21 18:31:50,john.doe@personal.com,rodriguezrandy@example.org,"Project Update - Swanson, Garcia and Roberts",Work
5072976f-c368-4555-b319-339f012ca280,2024-03-16 18:31:50,john.doe@personal.com,kelly80@example.net,"Task Status: Scientist, research (maths)",Work
69dd2412-e321-4ec2-9181-3c5fc20946d8,2024-03-10 18:31:50,jesus28@example.org,john.doe@personal.com,Free Gift: ever,Spam
466b350c-9461-4b44-8299-40842de7ed48,2024-02-29 18:31:50,john.doe@personal.com,matthewscynthia@example.com,Gas.: Nearly story election strategy.,Personal
568fd162-1c4b-4df5-8f28-a3e9c843d221,2024-03-28 18:31:50,harold89@example.com,john.doe@personal.com,Meeting Request: Rule while will.,Work
27d0431f-b39a-453c-bcbf-d0095c80a8b9,2024-03-04 18:31:50,jennywebb@example.com,john.doe@personal.com,Win a Prize: Vargas and Sons,Spam
706c7874-eb2e-4050-b071-d104513b5305,2024-02-28 18:31:50,ecampbell@example.net,john.doe@personal.com,Project Update - Mccoy PLC,Work
9836ee49-2c37-444c-a4f0-ca95f6208423,2024-03-15 18:31:50,yshelton@example.net,john.doe@personal.com,"Project Update - Hernandez, Hoffman and Davis",Work
c19a5fa3-f066-4604-b24b-55e5950a9ae8,2024-03-09 18:31:50,codyhicks@example.org,john.doe@personal.com,Weekend plans?,Personal
240253b3-c34a-4e01-8511-5d0c05c0b0c8,2024-03-10 18:31:50,twilson@example.com,john.doe@personal.com,How are you?,Personal
3c23cd81-9d90-4b92-a1ef-45a0ee225f63,2024-03-25 18:31:50,john.doe@personal.com,lgonzalez@example.net,Project Update - Montoya-Stein,Work
b88ed31a-72c5-42fe-9780-67fc27413a87,2024-03-07 18:31:50,jbell@example.org,john.doe@personal.com,Task Status: Mental health nurse,Work
6382c15a-6ba0-425c-8ae5-eb8af50d9718,2024-03-09 18:31:50,nicholas93@example.org,john.doe@personal.com,Win a Prize: Coleman Ltd,Spam
85adac28-86d5-48dc-9ff3-9402e31d7e57,2024-03-09 18:31:50,melissadiaz@example.com,john.doe@personal.com,Task Status: Sports administrator,Work
7b7f77b5-9290-4976-87f0-35ad7385d187,2024-02-28 18:31:50,john.doe@personal.com,kimberlyvargas@example.net,Project Update - Harris LLC,Work
1aef6c1d-7e4d-4f59-b786-b91d478989b9,2024-03-17 18:31:50,maria91@example.com,john.doe@personal.com,Meeting Request: Party protect.,Work
c2b5a6b3-edc1-4fde-b166-73e8ecb0cc61,2024-03-05 18:31:50,brianmontes@example.org,john.doe@personal.com,Client Feedback: Morris-Stout,Work
16c8af2e-49be-441c-b411-1c127fb35f07,2024-03-26 18:31:50,teresasmith@example.net,john.doe@personal.com,Free Gift: single,Spam
a16b25d4-984f-4937-b406-5524aefc12b8,2024-03-25 18:31:50,richard37@example.org,john.doe@personal.com,"Win a Prize: Miller, York and Oconnor",Spam
f85bfd34-255c-4b4f-8869-420bbdfd07bf,2024-03-20 18:31:50,teresasmith@example.net,john.doe@personal.com,Exclusive Offer: Synchronized directional Internet solution,Spam
d1f8c037-5074-4dce-b58d-68829316765b,2024-03-20 18:31:50,lopezkrystal@example.org,john.doe@personal.com,Win a Prize: Cantu-Calderon,Spam
276dd656-59ba-4fe4-9470-3996376316c5,2024-03-22 18:31:50,jamesmartin@example.org,john.doe@personal.com,Exclusive Offer: Centralized transitional budgetary management,Spam
5a4eee8a-134d-428e-9385-068d9be3e7d7,2024-03-03 18:31:50,megan42@example.com,john.doe@personal.com,Because now.: Mrs state bank.,Personal
9faab053-a122-484f-8aa6-54ea6b5eb068,2024-03-25 18:31:50,perezkathy@example.com,john.doe@personal.com,Weekend plans?,Personal
10e52000-54fb-4249-b3ca-e65717c3be93,2024-03-22 18:31:50,qmiller@example.com,john.doe@personal.com,Exclusive Offer: Multi-layered multi-tasking neural-net,Spam
00980251-5992-48b6-88fe-6d573eb231c6,2024-03-15 18:31:50,evanscynthia@example.net,john.doe@personal.com,Limited Time Deal: scale B2C eyeballs,Spam
7662bf07-5b55-40e4-be24-ccd22525a45f,2024-03-05 18:31:50,johnsonrichard@example.com,john.doe@personal.com,"Project Update - Wilkerson, Dyer and Abbott",Work
d07a2a74-2794-4be8-a42a-fc897647426b,2024-03-08 18:31:50,danielgonzalez@example.net,john.doe@personal.com,How are you?,Personal
ae2a53d5-737f-4135-9919-24ca9c43a92a,2024-03-06 18:31:50,gary38@example.org,john.doe@personal.com,Weekend plans?,Personal
8d54f001-57b8-4e6e-96ae-158e4d5abc1a,2024-03-14 18:31:50,jasminemiller@example.org,john.doe@personal.com,Win a Prize: Leonard Group,Spam
af6f8b1f-c29c-4eb0-9802-b9385cd54c6a,2024-02-29 18:31:50,john.doe@personal.com,jbell@example.org,Client Feedback: Howard Ltd,Work
5fc8d4a5-286f-4b2a-b0da-6b0edc4abe90,2024-03-27 18:31:50,briancraig@example.net,john.doe@personal.com,How are you?,Personal
ef2a91cc-7896-4b38-a145-f471028d5c5f,2024-03-28 18:31:50,ronaldlivingston@example.net,john.doe@personal.com,Executive.: Human leg nearly develop.,Personal
a9003e9a-537d-4f1f-9551-c49aa903a9cd,2024-03-17 18:31:50,brian61@example.org,john.doe@personal.com,Meeting Request: President throw size.,Work
775481d9-effc-40f6-9bbe-2983350af8bb,2024-03-12 18:31:50,harold89@example.com,john.doe@personal.com,Project Update - Anderson-Hoffman,Work
3f362673-1c14-48a8-b83b-c359260b2b0b,2024-02-28 18:31:50,john.doe@personal.com,hanthony@example.org,Catching up,Personal
44443dcb-599c-47fc-9ecb-2ca37f83025a,2024-03-19 18:31:50,smithdawn@example.net,john.doe@personal.com,Limited Time Deal: reinvent granular paradigms,Spam
d87638cd-09a0-48af-94a5-6d2272bb1d2e,2024-03-26 18:31:50,john.doe@personal.com,todd67@example.com,Client Feedback: Thompson-Medina,Work
4d26e867-7f87-4ded-83eb-e073f32a0d83,2024-03-23 18:31:50,john.doe@personal.com,hanthony@example.org,Attention.: Magazine region data.,Personal
5707e7b7-7094-4171-9f3b-f37603697352,2024-03-01 18:31:50,kevincooper@example.org,john.doe@personal.com,Free Gift: treat,Spam
93dd2060-5d68-4c91-bb9a-ad8a70ec3fe0,2024-03-17 18:31:50,martinezcurtis@example.com,john.doe@personal.com,Client Feedback: Shaw-Stone,Work
ec3faca1-54a5-4f3b-b574-aa12b04c4c49,2024-03-21 18:31:50,john.doe@personal.com,qford@example.net,Catching up,Personal
607c433f-0e4b-44f7-8fad-3f4e81a7fa9a,2024-02-28 18:31:50,snyderjames@example.com,john.doe@personal.com,Hope.: City husband remain author.,Personal
06300480-4648-449e-b807-92b313a8ec7e,2024-03-16 18:31:50,ryansandra@example.org,john.doe@personal.com,"Project Update - Williams, Williams and Hammond",Work
9a6d01cc-53a5-4348-b247-714c25b2622e,2024-03-09 18:31:50,ryan02@example.org,john.doe@personal.com,Limited Time Deal: revolutionize visionary mindshare,Spam
90bc5ede-a595-474f-97f6-d47e044557a3,2024-03-28 18:31:50,tdonaldson@example.org,john.doe@personal.com,Limited Time Deal: deliver proactive platforms,Spam
ce9430d4-a0e0-4488-9f99-3099093ac3f3,2024-03-06 18:31:50,ywood@example.net,john.doe@personal.com,Exclusive Offer: Up-sized upward-trending implementation,Spam
97bcc362-cd2e-4157-8114-1ca8c6d55db3,2024-03-20 18:31:50,michelle50@example.net,john.doe@personal.com,"Win a Prize: Ward, Miller and Todd",Spam
3c6a0cdf-39d5-458e-b853-b6fc162711c4,2024-03-21 18:31:50,nelsonnicole@example.org,john.doe@personal.com,Project Update - Smith-Copeland,Work
e2ffaa82-0c13-4f1f-9822-e51c611c95d0,2024-03-17 18:31:50,john.doe@personal.com,kimberlyvargas@example.net,Task Status: Hydrologist,Work
32d13386-7eba-4bab-abb8-6e304bf2afdd,2024-03-28 18:31:50,wendymcmahon@example.net,john.doe@personal.com,Limited Time Deal: productize strategic systems,Spam
7a4f0e1c-2f91-4234-a072-cd7e6a16a388,2024-03-25 18:31:50,john.doe@personal.com,fernandezbrenda@example.org,Task Status: Administrator,Work
16b9f373-38c9-43c2-826d-2d2e64c8052e,2024-03-15 18:31:50,millernicole@example.net,john.doe@personal.com,Limited Time Deal: deliver mission-critical portals,Spam
e2f19992-b956-4449-a575-8c837abe02e4,2024-03-16 18:31:50,christina60@example.com,john.doe@personal.com,"Win a Prize: Rodriguez, Rodriguez and Burns",Spam
282de940-ac1f-47d8-b0e1-c430e155de93,2024-03-11 18:31:50,john.doe@personal.com,gary38@example.org,Catching up,Personal
62aaa956-6c38-4636-aab0-2002a9116fda,2024-03-22 18:31:50,john.doe@personal.com,carolhoffman@example.org,Weekend plans?,Personal
64056be0-f6db-4ff8-9d36-1273f7700b90,2024-03-18 18:31:50,smontgomery@example.org,john.doe@personal.com,Limited Time Deal: incentivize cross-platform ROI,Spam
b6fab751-c6c2-4393-b466-3fe7d0d85d54,2024-03-18 18:31:50,qcarson@example.org,john.doe@personal.com,Exclusive Offer: Exclusive background definition,Spam
99dec588-c24c-4de3-83c8-b783b0d4cee9,2024-03-27 18:31:50,ywood@example.net,john.doe@personal.com,"Win a Prize: Rice, Watkins and Wilkins",Spam
456b3388-5a6f-4df8-a57b-9849f662595f,2024-03-17 18:31:50,sharon69@example.com,john.doe@personal.com,Limited Time Deal: innovate dynamic action-items,Spam
ef6b3ce5-725d-4d7c-9ab5-b1d28edbb5a5,2024-03-25 18:31:50,brandon66@example.org,john.doe@personal.com,Limited Time Deal: target turn-key metrics,Spam
d6f2fb05-1876-436a-80fb-1e6a44b313b3,2024-03-29 18:31:50,pshepherd@example.com,john.doe@personal.com,Win a Prize: Robinson Group,Spam
69da172a-b296-4f72-a505-9a811027041a,2024-03-15 18:31:50,jamesmartin@example.org,john.doe@personal.com,Limited Time Deal: streamline front-end communities,Spam
b0b8bd42-a8a8-4822-a999-0ea9184b83a2,2024-03-05 18:31:50,arnoldrandy@example.com,john.doe@personal.com,Weekend plans?,Personal
f3130326-85c2-4930-bc9e-616fd866aa80,2024-03-24 18:31:50,josephwalton@example.net,john.doe@personal.com,"Task Status: Designer, industrial/product",Work
73e9de4b-b69c-4ec5-a064-6ff562a804fe,2024-03-22 18:31:50,davidhogan@example.net,john.doe@personal.com,Project Update - Hamilton and Sons,Work
93e949ac-7401-4ef0-b05d-d10eda240a03,2024-03-21 18:31:50,jenniferfranco@example.org,john.doe@personal.com,Too.: Listen small create good.,Personal
9343720d-4971-4d6c-934d-6f5ec2c5237d,2024-03-03 18:31:50,djohnson@example.net,john.doe@personal.com,Limited Time Deal: re-contextualize next-generation relationships,Spam
ccdd43cd-e6b6-43fe-b15d-1aad656fac80,2024-03-22 18:31:50,fernandezbrenda@example.org,john.doe@personal.com,Meeting Request: Behind administration position.,Work
e2ef7588-49d5-4168-9575-0c1848b49502,2024-03-05 18:31:50,john.doe@personal.com,stephen02@example.net,Client Feedback: Berry-Thomas,Work
a1437228-3a07-44e4-b90b-8dbd9d7b8532,2024-03-16 18:31:50,ksmith@example.org,john.doe@personal.com,Task Status: Government social research officer,Work
c043e506-e79c-4f56-a80e-e5a4562430b5,2024-03-22 18:31:50,john.doe@personal.com,scott02@example.net,Meeting Request: Soon anyone threat artist their.,Work
